tipo_hotel,cancelada,dias_anticipacion,anio_llegada,mes_llegada,noches_finde,noches_semana,adultos,ninos,regimen_comida,pais_origen,canal_reserva,tipo_deposito,tipo_cliente,tarifa_diaria,solicitudes_especiales,estado_reserva
Resort Hotel,0,7,2016,November,2,5,2,0.0,HB,PRT,Direct,No Deposit,Transient,86.0,0,Check-Out
Resort Hotel,0,2,2016,November,1,1,2,1.0,BB,PRT,Offline TA/TO,No Deposit,Transient,48.5,1,Check-Out
Resort Hotel,0,0,2016,November,1,2,2,0.0,BB,AUS,Direct,No Deposit,Transient,70.33,0,Check-Out
Resort Hotel,0,66,2016,November,2,3,2,0.0,BB,POL,Offline TA/TO,No Deposit,Transient,49.0,0,Check-Out
Resort Hotel,0,5,2016,November,2,3,2,0.0,BB,ITA,Offline TA/TO,No Deposit,Transient,34.0,0,Check-Out
Resort Hotel,0,3,2016,November,1,0,1,0.0,BB,PRT,Corporate,No Deposit,Transient,30.0,0,Check-Out
Resort Hotel,0,3,2016,November,1,0,1,0.0,BB,PRT,Offline TA/TO,No Deposit,Transient,43.0,0,Check-Out
Resort Hotel,0,0,2016,December,1,1,1,0.0,BB,PRT,Offline TA/TO,No Deposit,Transient,43.0,0,Check-Out
Resort Hotel,0,4,2016,November,1,0,1,0.0,BB,PRT,Online TA,No Deposit,Transient,43.0,0,Check-Out
Resort Hotel,0,73,2016,November,2,0,2,0.0,HB,RUS,Direct,No Deposit,Transient,105.5,1,Check-Out
Resort Hotel,0,1,2016,November,1,0,1,0.0,BB,PRT,Direct,No Deposit,Transient,43.0,0,Check-Out
Resort Hotel,0,1,2016,November,2,1,2,0.0,BB,GBR,Online TA,No Deposit,Transient,36.96,1,Check-Out
Resort Hotel,0,4,2016,November,2,1,1,0.0,BB,FRA,Online TA,No Deposit,Transient,43.0,1,Check-Out
Resort Hotel,0,0,2016,November,1,0,2,0.0,BB,PRT,Online TA,No Deposit,Transient,48.0,1,Check-Out
Resort Hotel,0,0,2016,November,1,0,1,0.0,BB,PRT,Direct,No Deposit,Transient,57.0,1,Check-Out
Resort Hotel,0,0,2016,November,1,0,1,0.0,BB,PRT,Direct,No Deposit,Transient,51.0,1,Check-Out
Resort Hotel,0,45,2016,November,2,0,2,0.0,BB,PRT,Complementary,No Deposit,Transient,0.0,0,Check-Out
Resort Hotel,0,0,2016,November,2,0,2,0.0,BB,FRA,Online TA,No Deposit,Transient,54.0,2,Check-Out
Resort Hotel,0,16,2016,November,2,0,2,0.0,BB,FRA,Online TA,No Deposit,Transient,69.0,1,Check-Out
Resort Hotel,0,0,2016,November,1,0,2,0.0,BB,PRT,Direct,No Deposit,Transient,64.0,0,Check-Out
Resort Hotel,0,76,2016,November,0,1,2,0.0,BB,SWE,Corporate,No Deposit,Transient,50.0,0,Check-Out
Resort Hotel,0,1,2016,November,0,1,1,0.0,BB,PRT,Corporate,No Deposit,Transient,37.8,0,Check-Out
Resort Hotel,0,64,2016,November,2,5,2,0.0,BB,FRA,Offline TA/TO,No Deposit,Transient,31.0,0,Check-Out
Resort Hotel,0,25,2016,November,2,1,2,0.0,HB,ESP,Online TA,No Deposit,Transient,78.0,0,Check-Out
Resort Hotel,0,68,2016,November,2,2,2,0.0,BB,FRA,Offline TA/TO,No Deposit,Transient,29.0,0,Check-Out
Resort Hotel,0,7,2016,November,0,1,2,0.0,BB,PRT,Corporate,No Deposit,Transient,45.0,1,Check-Out
Resort Hotel,0,0,2016,November,1,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient,36.96,1,Check-Out
Resort Hotel,0,0,2016,November,0,1,1,0.0,BB,PRT,Online TA,No Deposit,Transient-Party,43.0,0,Check-Out
Resort Hotel,0,21,2016,November,1,1,1,0.0,BB,POL,Groups,No Deposit,Transient-Party,45.0,0,Check-Out
Resort Hotel,0,21,2016,November,1,1,2,0.0,BB,POL,Groups,No Deposit,Transient-Party,45.0,0,Check-Out
Resort Hotel,0,21,2016,November,1,1,2,0.0,BB,POL,Groups,No Deposit,Transient-Party,45.0,0,Check-Out
Resort Hotel,0,21,2016,November,1,1,2,0.0,BB,POL,Groups,No Deposit,Transient,45.0,0,Check-Out
Resort Hotel,0,0,2016,November,0,1,1,0.0,BB,PRT,Online TA,No Deposit,Transient-Party,43.0,0,Check-Out
Resort Hotel,0,21,2016,November,1,1,1,0.0,BB,POL,Groups,No Deposit,Transient-Party,45.0,0,Check-Out
Resort Hotel,0,21,2016,November,1,1,1,0.0,BB,POL,Groups,No Deposit,Transient-Party,45.0,0,Check-Out
Resort Hotel,0,21,2016,November,1,1,2,0.0,BB,POL,Groups,No Deposit,Transient-Party,45.0,0,Check-Out
Resort Hotel,0,21,2016,November,1,1,1,0.0,BB,POL,Groups,No Deposit,Transient-Party,45.0,0,Check-Out
Resort Hotel,0,21,2016,November,1,1,2,0.0,BB,POL,Groups,No Deposit,Transient-Party,45.0,0,Check-Out
Resort Hotel,0,21,2016,November,1,1,1,0.0,BB,POL,Groups,No Deposit,Transient,45.0,0,Check-Out
Resort Hotel,0,1,2016,November,0,1,2,0.0,BB,NZL,Online TA,No Deposit,Transient,48.0,1,Check-Out
Resort Hotel,0,64,2016,November,2,5,2,0.0,BB,FRA,Offline TA/TO,No Deposit,Transient,29.0,0,Check-Out
Resort Hotel,0,0,2016,November,0,1,2,0.0,HB,GBR,Online TA,No Deposit,Transient,93.0,2,Check-Out
Resort Hotel,0,30,2016,November,2,5,2,0.0,BB,GBR,Offline TA/TO,No Deposit,Transient,45.0,0,Check-Out
Resort Hotel,0,0,2016,November,0,1,2,0.0,HB,PRT,Direct,No Deposit,Transient,73.0,0,Check-Out
Resort Hotel,0,0,2016,November,0,1,1,1.0,HB,PRT,Direct,No Deposit,Transient,73.0,0,Check-Out
Resort Hotel,0,1,2016,November,1,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient,48.0,1,Check-Out
Resort Hotel,0,58,2016,November,2,5,2,0.0,BB,FRA,Offline TA/TO,No Deposit,Transient,35.0,0,Check-Out
Resort Hotel,0,0,2016,November,0,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient,48.0,1,Check-Out
Resort Hotel,0,23,2016,November,2,3,1,0.0,BB,POL,Online TA,No Deposit,Transient,31.45,1,Check-Out
Resort Hotel,0,8,2016,November,0,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient,48.0,1,Check-Out
Resort Hotel,0,22,2016,November,4,10,1,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient,33.05,1,Check-Out
Resort Hotel,0,1,2016,November,0,1,2,0.0,BB,FRA,Online TA,No Deposit,Transient,48.0,3,Check-Out
Resort Hotel,0,12,2016,November,2,1,2,0.0,BB,GBR,Direct,No Deposit,Transient,63.0,3,Check-Out
Resort Hotel,0,22,2016,November,4,10,1,0.0,HB,PRT,Offline TA/TO,No Deposit,Transient,31.05,1,Check-Out
Resort Hotel,0,76,2016,November,0,2,2,0.0,BB,SWE,Corporate,No Deposit,Transient-Party,50.0,0,Check-Out
Resort Hotel,0,76,2016,November,0,2,1,0.0,BB,SWE,Corporate,No Deposit,Transient-Party,50.0,0,Check-Out
Resort Hotel,0,117,2016,November,4,7,2,0.0,BB,GBR,Online TA,No Deposit,Transient,54.0,2,Check-Out
Resort Hotel,0,0,2016,November,0,2,1,0.0,BB,PRT,Direct,No Deposit,Transient,38.0,0,Check-Out
Resort Hotel,0,76,2016,November,0,2,2,0.0,BB,SWE,Corporate,No Deposit,Transient-Party,50.0,0,Check-Out
Resort Hotel,0,76,2016,November,0,2,2,0.0,BB,SWE,Corporate,No Deposit,Transient-Party,50.0,0,Check-Out
Resort Hotel,0,76,2016,November,0,2,2,0.0,BB,SWE,Corporate,No Deposit,Transient-Party,50.0,0,Check-Out
Resort Hotel,0,27,2016,November,0,2,2,0.0,BB,ITA,Offline TA/TO,No Deposit,Transient,34.0,0,Check-Out
Resort Hotel,0,0,2016,November,0,1,1,0.0,BB,PRT,Corporate,No Deposit,Transient,38.0,1,Check-Out
Resort Hotel,0,76,2016,November,0,2,1,0.0,BB,DNK,Corporate,No Deposit,Transient,50.0,0,Check-Out
Resort Hotel,0,0,2016,November,0,1,2,0.0,BB,PRT,Direct,No Deposit,Transient,43.0,0,Check-Out
Resort Hotel,0,0,2016,November,0,1,2,0.0,BB,PRT,Direct,No Deposit,Transient,43.0,0,Check-Out
Resort Hotel,0,10,2016,November,0,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient,48.0,1,Check-Out
Resort Hotel,0,12,2016,December,0,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient,48.0,1,Check-Out
Resort Hotel,0,0,2016,November,0,2,2,0.0,BB,PRT,Direct,No Deposit,Transient,58.0,0,Check-Out
Resort Hotel,0,19,2016,November,2,2,2,0.0,BB,PRT,Online TA,No Deposit,Transient,48.0,2,Check-Out
Resort Hotel,0,31,2016,November,1,2,2,0.0,BB,FIN,Online TA,No Deposit,Transient,33.26,1,Check-Out
Resort Hotel,0,0,2016,November,0,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient,48.0,3,Check-Out
Resort Hotel,0,33,2016,November,2,5,2,0.0,Undefined,FRA,Offline TA/TO,No Deposit,Transient,66.0,0,Check-Out
Resort Hotel,0,120,2016,November,1,2,2,0.0,BB,BEL,Online TA,No Deposit,Transient,56.0,3,Check-Out
Resort Hotel,0,59,2016,December,2,4,2,0.0,HB,PRT,Online TA,No Deposit,Transient,58.33,1,Check-Out
Resort Hotel,0,1,2016,November,0,2,1,0.0,BB,DEU,Online TA,No Deposit,Transient,49.0,1,Check-Out
Resort Hotel,0,28,2016,November,1,3,2,0.0,BB,RUS,Online TA,No Deposit,Transient,65.0,2,Check-Out
Resort Hotel,0,29,2016,November,0,3,2,0.0,BB,GBR,Online TA,No Deposit,Transient,47.12,1,Check-Out
Resort Hotel,0,19,2016,December,0,1,2,0.0,BB,ESP,Offline TA/TO,No Deposit,Transient,29.0,0,Check-Out
Resort Hotel,0,54,2016,November,2,3,2,0.0,BB,BEL,Online TA,No Deposit,Transient,55.8,2,Check-Out
Resort Hotel,0,0,2016,November,0,2,2,0.0,BB,PRT,Online TA,No Deposit,Transient,48.0,0,Check-Out
Resort Hotel,0,8,2016,November,2,3,2,0.0,BB,ESP,Direct,No Deposit,Transient,55.44,0,Check-Out
Resort Hotel,0,54,2016,November,2,3,2,0.0,BB,BEL,Online TA,No Deposit,Transient,55.8,2,Check-Out
Resort Hotel,0,0,2016,December,0,1,2,0.0,BB,PRT,Direct,No Deposit,Transient,43.0,0,Check-Out
Resort Hotel,0,0,2016,December,0,1,2,0.0,BB,ESP,Online TA,No Deposit,Transient-Party,50.4,0,Check-Out
Resort Hotel,0,0,2016,December,0,1,2,0.0,BB,USA,Online TA,No Deposit,Transient,63.0,0,Check-Out
Resort Hotel,0,0,2016,November,0,2,2,1.0,HB,PRT,Complementary,No Deposit,Transient,62.5,2,Check-Out
Resort Hotel,0,6,2016,November,2,8,2,0.0,BB,GBR,Online TA,No Deposit,Transient,35.99,1,Check-Out
Resort Hotel,0,7,2016,November,0,2,2,0.0,BB,ESP,Online TA,No Deposit,Transient,56.0,1,Check-Out
Resort Hotel,0,0,2016,December,0,1,2,0.0,BB,PRT,Direct,No Deposit,Transient,43.0,0,Check-Out
Resort Hotel,0,0,2016,December,0,1,2,0.0,BB,ESP,Online TA,No Deposit,Transient-Party,50.4,0,Check-Out
Resort Hotel,0,0,2016,December,0,1,2,0.0,BB,FRA,Direct,No Deposit,Transient,64.0,0,Check-Out
Resort Hotel,0,23,2016,November,4,10,2,0.0,HB,DEU,Offline TA/TO,No Deposit,Transient,73.89,0,Check-Out
Resort Hotel,0,51,2016,November,2,5,2,0.0,BB,GBR,Online TA,No Deposit,Transient-Party,44.64,0,Check-Out
Resort Hotel,0,51,2016,November,2,5,2,0.0,BB,GBR,Online TA,No Deposit,Transient-Party,44.64,0,Check-Out
Resort Hotel,0,33,2016,November,4,9,2,0.0,HB,DEU,Offline TA/TO,No Deposit,Transient,54.0,0,Check-Out
Resort Hotel,0,15,2016,November,2,8,2,0.0,BB,IRL,Offline TA/TO,No Deposit,Transient,43.0,0,Check-Out
Resort Hotel,0,20,2016,December,0,2,1,0.0,BB,DEU,Online TA,No Deposit,Transient-Party,61.0,1,Check-Out
Resort Hotel,0,20,2016,December,0,2,1,0.0,BB,DEU,Online TA,No Deposit,Transient-Party,55.0,1,Check-Out
Resort Hotel,0,8,2016,December,0,1,2,2.0,BB,PRT,Online TA,No Deposit,Transient,94.0,0,Check-Out
Resort Hotel,0,70,2016,November,0,4,2,0.0,HB,ESP,Online TA,No Deposit,Transient,82.8,1,Check-Out
Resort Hotel,0,68,2016,December,0,2,2,0.0,BB,PRT,Online TA,No Deposit,Transient,43.8,2,Check-Out
Resort Hotel,0,2,2016,December,0,1,1,0.0,BB,PRT,Offline TA/TO,No Deposit,Transient,30.0,1,Check-Out
Resort Hotel,0,5,2016,December,0,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient,54.0,0,Check-Out
Resort Hotel,0,0,2016,December,0,2,2,0.0,BB,PRT,Online TA,No Deposit,Transient,48.0,1,Check-Out
Resort Hotel,0,29,2016,November,4,10,1,0.0,BB,PRT,Offline TA/TO,No Deposit,Transient,27.0,0,Check-Out
Resort Hotel,0,38,2016,November,0,4,2,0.0,BB,BEL,Online TA,No Deposit,Transient,34.56,0,Check-Out
Resort Hotel,0,4,2016,December,0,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient-Party,38.4,0,Check-Out
Resort Hotel,0,4,2016,December,0,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient-Party,38.4,0,Check-Out
Resort Hotel,0,4,2016,December,0,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient-Party,38.4,0,Check-Out
Resort Hotel,0,0,2016,December,0,2,2,0.0,HB,ESP,Direct,No Deposit,Transient,99.0,1,Check-Out
Resort Hotel,0,13,2016,December,0,1,2,1.0,BB,PRT,Online TA,No Deposit,Transient,60.0,2,Check-Out
Resort Hotel,0,23,2016,December,0,1,2,0.0,BB,PRT,Direct,No Deposit,Transient,75.0,0,Check-Out
Resort Hotel,0,0,2016,December,0,1,2,0.0,BB,FRA,Online TA,No Deposit,Transient,48.0,0,Check-Out
Resort Hotel,0,1,2016,December,0,1,3,1.0,BB,PRT,Online TA,No Deposit,Transient,93.0,0,Check-Out
Resort Hotel,0,1,2016,November,0,3,2,0.0,BB,PRT,Online TA,No Deposit,Transient,60.0,2,Check-Out
Resort Hotel,0,7,2016,December,0,2,2,0.0,BB,PRT,Online TA,No Deposit,Transient-Party,63.0,2,Check-Out
Resort Hotel,0,3,2016,December,0,2,2,0.0,BB,PRT,Online TA,No Deposit,Transient,48.0,1,Check-Out
Resort Hotel,0,1,2016,December,0,1,2,0.0,BB,FRA,Online TA,No Deposit,Transient,63.0,1,Check-Out
Resort Hotel,0,62,2016,November,2,8,2,0.0,BB,NLD,Online TA,No Deposit,Transient,37.8,0,Check-Out
Resort Hotel,0,5,2016,December,0,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient,63.0,3,Check-Out
Resort Hotel,0,38,2016,December,0,2,2,0.0,BB,PRT,Direct,No Deposit,Transient,67.2,1,Check-Out
Resort Hotel,0,40,2016,December,0,1,2,0.0,BB,PRT,Direct,No Deposit,Group,137.2,2,Check-Out
Resort Hotel,0,86,2016,November,2,5,2,0.0,HB,LUX,Online TA,No Deposit,Transient,88.8,1,Check-Out
Resort Hotel,0,140,2016,December,0,1,2,0.0,BB,GBR,Online TA,No Deposit,Transient,54.0,1,Check-Out
Resort Hotel,0,0,2016,December,0,2,2,0.0,BB,FRA,Direct,No Deposit,Transient,51.0,0,Check-Out
Resort Hotel,0,3,2016,December,0,1,2,0.0,BB,PRT,Direct,No Deposit,Transient,58.0,0,Check-Out
Resort Hotel,0,69,2016,November,2,5,2,0.0,BB,NOR,Online TA,No Deposit,Transient,30.24,0,Check-Out
Resort Hotel,0,117,2016,November,2,10,2,0.0,BB,GBR,Online TA,No Deposit,Transient,46.8,0,Check-Out
Resort Hotel,0,1,2016,November,0,5,2,0.0,BB,GBR,Online TA,No Deposit,Transient,51.4,1,Check-Out
Resort Hotel,0,0,2016,December,0,2,2,0.0,BB,BEL,Direct,No Deposit,Transient,58.0,0,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,5,2016,December,0,1,1,0.0,HB,PRT,Groups,No Deposit,Transient-Party,44.0,0,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,0,2016,December,0,0,3,0.0,BB,PRT,Direct,No Deposit,Transient,0.0,0,Check-Out
Resort Hotel,0,10,2016,December,0,1,1,0.0,HB,PRT,Groups,No Deposit,Transient-Party,44.0,0,Check-Out
Resort Hotel,0,10,2016,December,0,1,1,0.0,HB,PRT,Groups,No Deposit,Transient-Party,44.0,0,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,128,2016,December,0,1,1,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,10,2016,December,0,1,1,0.0,HB,PRT,Groups,No Deposit,Transient-Party,44.0,0,Check-Out
Resort Hotel,0,10,2016,December,0,1,1,0.0,HB,PRT,Groups,No Deposit,Transient-Party,44.0,0,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,4,2016,December,0,0,2,0.0,BB,PRT,Online TA,No Deposit,Transient,0.0,0,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,10,2016,December,0,1,1,0.0,HB,PRT,Groups,No Deposit,Transient-Party,44.0,0,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,10,2016,December,0,1,1,0.0,HB,PRT,Groups,No Deposit,Transient-Party,44.0,0,Check-Out
Resort Hotel,0,10,2016,December,0,1,1,0.0,HB,PRT,Groups,No Deposit,Transient-Party,44.0,0,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,37,2016,December,0,1,1,0.0,BB,PRT,Complementary,No Deposit,Transient,0.0,2,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,10,2016,December,0,1,1,0.0,HB,PRT,Groups,No Deposit,Transient-Party,44.0,0,Check-Out
Resort Hotel,0,37,2016,December,0,1,3,0.0,BB,PRT,Complementary,No Deposit,Transient,0.0,2,Check-Out
Resort Hotel,0,10,2016,December,0,1,1,0.0,HB,PRT,Groups,No Deposit,Transient-Party,44.0,0,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,10,2016,December,0,1,1,0.0,HB,PRT,Groups,No Deposit,Transient-Party,44.0,0,Check-Out
Resort Hotel,0,141,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient-Party,64.0,1,Check-Out
Resort Hotel,0,128,2016,December,0,1,2,0.0,HB,PRT,Groups,No Deposit,Transient,64.0,1,Check-Out
Resort Hotel,0,0,2016,December,0,2,2,0.0,BB,PRT,Groups,No Deposit,Transient-Party,51.8,1,Check-Out
Resort Hotel,0,11,2016,December,0,2,2,0.0,BB,PRT,Complementary,No Deposit,Transient,0.0,1,Check-Out
Resort Hotel,0,22,2016,December,0,3,2,0.0,BB,ESP,Online TA,No Deposit,Transient,60.0,1,Check-Out
Resort Hotel,0,40,2016,December,0,2,2,0.0,BB,ESP,Online TA,No Deposit,Transient,63.0,2,Check-Out
Resort Hotel,0,84,2016,December,0,3,2,2.0,BB,PRT,Online TA,No Deposit,Transient,90.33,1,Check-Out
Resort Hotel,0,29,2016,December,0,2,2,1.0,BB,PRT,Direct,No Deposit,Transient-Party,58.74,0,Check-Out
Resort Hotel,0,29,2016,December,0,2,2,0.0,BB,PRT,Direct,No Deposit,Transient-Party,49.74,0,Check-Out
Resort Hotel,0,0,2016,December,0,1,2,0.0,BB,PRT,Direct,No Deposit,Transient,60.0,0,Check-Out
Resort Hotel,0,19,2016,December,0,2,2,0.0,HB,ESP,Online TA,No Deposit,Transient,96.0,1,Check-Out
Resort Hotel,0,80,2016,December,0,2,1,0.0,BB,IRL,Groups,No Deposit,Transient-Party,44.8,0,Check-Out
Resort Hotel,0,80,2016,December,0,2,2,0.0,BB,IRL,Groups,No Deposit,Transient-Party,51.8,1,Check-Out
Resort Hotel,0,2,2016,December,0,2,2,1.0,BB,PRT,Direct,No Deposit,Transient,65.85,0,Check-Out
Resort Hotel,0,1,2016,December,0,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient,65.0,0,Check-Out
Resort Hotel,0,80,2016,December,0,2,2,0.0,BB,IRL,Groups,No Deposit,Transient-Party,51.8,1,Check-Out
Resort Hotel,0,0,2016,December,0,2,2,0.0,BB,PRT,Complementary,No Deposit,Transient,0.0,0,Check-Out
Resort Hotel,0,80,2016,December,0,2,2,0.0,BB,IRL,Groups,No Deposit,Transient-Party,51.8,1,Check-Out
Resort Hotel,0,80,2016,December,0,2,1,0.0,BB,IRL,Groups,No Deposit,Transient-Party,44.8,0,Check-Out
Resort Hotel,0,22,2016,December,0,2,2,0.0,BB,ESP,Online TA,No Deposit,Transient,81.0,2,Check-Out
Resort Hotel,0,1,2016,December,0,3,2,0.0,BB,PRT,Online TA,No Deposit,Transient,53.67,1,Check-Out
Resort Hotel,0,80,2016,December,0,2,1,0.0,BB,IRL,Groups,No Deposit,Transient-Party,44.8,0,Check-Out
Resort Hotel,0,66,2016,November,0,5,2,0.0,BB,ESP,Online TA,No Deposit,Transient,37.01,1,Check-Out
Resort Hotel,0,80,2016,December,0,2,2,0.0,BB,IRL,Groups,No Deposit,Transient-Party,51.8,1,Check-Out
Resort Hotel,0,1,2016,December,0,1,2,0.0,BB,USA,Direct,No Deposit,Transient,66.0,0,Check-Out
Resort Hotel,0,80,2016,December,0,2,2,0.0,BB,IRL,Groups,No Deposit,Transient-Party,51.8,1,Check-Out
Resort Hotel,0,3,2016,December,0,1,3,1.0,HB,PRT,Online TA,No Deposit,Transient,158.0,0,Check-Out
Resort Hotel,0,1,2016,December,0,2,1,0.0,BB,IRL,Online TA,No Deposit,Transient,51.6,0,Check-Out
Resort Hotel,0,8,2016,December,0,3,2,0.0,BB,ESP,Online TA,No Deposit,Transient,53.67,1,Check-Out
Resort Hotel,0,25,2016,December,0,2,2,0.0,BB,PRT,Complementary,No Deposit,Transient,0.0,0,Check-Out
Resort Hotel,0,60,2016,December,0,2,3,1.0,BB,ESP,Online TA,No Deposit,Transient,99.0,0,Check-Out
Resort Hotel,0,1,2016,December,0,1,2,0.0,BB,PRT,Corporate,No Deposit,Transient,50.0,3,Check-Out
Resort Hotel,0,25,2016,November,0,4,2,0.0,BB,NLD,Online TA,No Deposit,Transient,40.8,1,Check-Out
Resort Hotel,0,80,2016,December,0,2,1,0.0,BB,IRL,Groups,No Deposit,Transient-Party,44.8,0,Check-Out
Resort Hotel,0,80,2016,December,0,2,2,0.0,BB,IRL,Groups,No Deposit,Transient-Party,51.8,1,Check-Out
Resort Hotel,0,80,2016,December,0,2,2,0.0,BB,IRL,Groups,No Deposit,Transient-Party,51.8,1,Check-Out
Resort Hotel,0,80,2016,December,0,2,2,0.0,BB,GBR,Groups,No Deposit,Transient-Party,51.8,1,Check-Out
Resort Hotel,0,80,2016,December,0,2,2,0.0,BB,GBR,Complementary,No Deposit,Transient-Party,7.0,1,Check-Out
Resort Hotel,0,80,2016,December,0,2,2,0.0,BB,IRL,Groups,No Deposit,Transient-Party,51.8,1,Check-Out
Resort Hotel,0,80,2016,December,0,2,2,0.0,BB,IRL,Groups,No Deposit,Transient-Party,51.8,1,Check-Out
Resort Hotel,0,18,2016,December,0,2,2,0.0,BB,IRL,Groups,No Deposit,Transient-Party,51.8,1,Check-Out
Resort Hotel,0,1,2016,December,0,1,2,0.0,BB,GBR,Online TA,No Deposit,Transient,65.0,0,Check-Out
Resort Hotel,0,4,2016,December,1,0,1,0.0,BB,PRT,Online TA,No Deposit,Transient,66.0,0,Check-Out
Resort Hotel,0,11,2016,December,1,1,1,0.0,BB,PRT,Online TA,No Deposit,Transient,66.0,0,Check-Out
Resort Hotel,0,26,2016,November,1,4,2,0.0,BB,FIN,Online TA,No Deposit,Transient,38.62,1,Check-Out
Resort Hotel,0,0,2016,December,1,0,2,0.0,BB,ESP,Direct,No Deposit,Transient,58.0,1,Check-Out
Resort Hotel,0,37,2016,December,1,1,2,0.0,BB,PRT,Online TA,No Deposit,Transient,63.0,1,Check-Out
Resort Hotel,0,0,2016,December,1,0,2,0.0,BB,ESP,Direct,No Deposit,Transient,58.0,0,Check-Out
Resort Hotel,0,21,2016,December,1,3,2,0.0,BB,PRT,Online TA,No Deposit,Transient,60.0,2,Check-Out
Resort Hotel,0,7,2016,December,1,3,2,0.0,HB,PRT,Online TA,No Deposit,Transient,97.25,0,Check-Out
Resort Hotel,0,21,2016,December,1,1,2,0.0,BB,BEL,Online TA,No Deposit,Transient,75.0,2,Check-Out
Resort Hotel,0,20,2016,December,1,0,2,0.0,BB,PRT,Online TA,No Deposit,Transient,75.0,1,Check-Out
Resort Hotel,0,31,2016,December,1,1,2,0.0,BB,ESP,Online TA,No Deposit,Transient,60.0,0,Check-Out
Resort Hotel,0,0,2016,December,1,3,2,0.0,BB,IRL,Direct,No Deposit,Transient,62.25,0,Check-Out
Resort Hotel,0,1,2016,December,1,0,2,0.0,BB,DEU,Online TA,No Deposit,Transient,48.0,1,Check-Out
Resort Hotel,0,294,2016,November,1,5,1,0.0,BB,DEU,Offline TA/TO,No Deposit,Transient,35.4,1,Check-Out
Resort Hotel,0,13,2016,December,1,5,1,0.0,BB,PRT,Offline TA/TO,No Deposit,Transient,50.0,0,Check-Out
Resort Hotel,0,24,2016,December,2,1,2,0.0,BB,POL,Online TA,No Deposit,Transient,60.0,2,Check-Out
Resort Hotel,0,56,2016,December,2,1,2,0.0,HB,ESP,Online TA,No Deposit,Transient,96.0,2,Check-Out
Resort Hotel,0,40,2016,December,2,0,2,0.0,BB,PRT,Online TA,No Deposit,Transient,62.0,1,Check-Out
Resort Hotel,0,22,2016,December,0,0,2,0.0,BB,PRT,Online TA,No Deposit,Transient,0.0,1,Check-Out
Resort Hotel,0,168,2016,November,3,5,1,0.0,BB,ITA,Online TA,No Deposit,Transient,37.8,1,Check-Out
Resort Hotel,0,67,2016,December,2,3,2,0.0,BB,GBR,Online TA,No Deposit,Transient,32.02,1,Check-Out
