Unnamed: 0,Clothing ID,Age,Title,Review Text,Rating,Recommended IND,Positive Feedback Count,Division Name,Department Name,Class Name
15195,831,25,Perfect blouse!,"This blouse makes me feel young, vibrant, and beautiful! i got it in (2) colors with the coupon special. i love how it fits and it's slimming! love it. i have broad shoulders, and it is very slimming.",5,1,8,General Petite,Tops,Blouses
13501,909,29,Oversized bag,"This sweater has the weirdest stitching, although the buttons on the sleeves are a nice touch and the hunter green color is to die...poor fit means poor sweater :)",2,0,0,General,Tops,Fine gauge
15355,833,46,Wow piece,"I bought this in both colors,for it is perfect for me.it looks great with jeans and then dress it up later with pants.this is why i love retailer!",5,1,0,General,Tops,Blouses
18162,1094,41,So pretty! petites will need petite sizing,"I'm 5'2"" 110, 32-24.5-32.5. i tried both the regular 0 and petite 0. the difference was quite substantial. sometimes if an item runs shorter or smaller, i can get away with regular sizing. the regular 0 was all wrong, and the petite 0 was perfect in every way the regular 0 was wrong! the petite sizing was perfect for top coverage, tamed the flare to just the right amount, and the length hit right at the perfect spot where it is supposed to above the knee. gorgeous embroidered detailing and versa",5,1,13,General,Dresses,Dresses
5020,1095,53,Adorable,"Wanted to buy this dress, but the bust area was way too small. as i went up sizes, the torso began to be too long, and i would have to have it altered, i guess. what a shame.
but, if you are small chested, then this is your dress.",5,1,0,General Petite,Dresses,Dresses
7806,1059,43,I love these pants!,"I have a few pair of charlie's and one thing i really like about them is their consistent fit. i own this pair in both the orange and gray, bought both in my normal 4. they will stretch so if they are a little snug at try on don't size up. definitely recommend these pants.",5,1,1,General,Bottoms,Pants
19542,780,33,Yes yes yes,"This top immediately caught my eye in the store.  not only that, it was the pink color and i don't usually gravitate towards pink.  i live in a warm weather area so i can get good use of these tops year round.  i say tops because i bought a second top in the green a couple days later.  you can definitely see your bra when you raise your arms but this top is just so soft and breezy.",5,1,0,Initmates,Intimate,Lounge
12702,1082,44,,"I am mad for plaid--this dress is my new favorite!! why? i'll tell you!! the picture online does not do it justice, but you must add a belt. the dress is cut lower in the front, but has a great stitch to keep it from gaping open over my d cup chest. the material is soft and breathable. the xsp was perfect for my 5'2"" frame, my typical size.",5,1,4,General Petite,Dresses,Dresses
13428,1078,28,,,5,1,0,General,Dresses,Dresses
14045,903,33,Looks better in photos- returning immediately,"I had high hopes for this sweater and when i found it on sale online, i jumped at the opportunity. i am 5'11"", slender and always wear a small in retailer tops. i purchased this in the mint , size small and as soon as i opened the bag, i had doubts. the fabric is terrible, thin and scratchy. it is not soft and supple as i had imagined. the mint color looks faded and the shape is awful. the length of the arms hits in a bizarre spot, the overall length of the sweater cuts me off at the torso and the",1,0,0,General Petite,Tops,Fine gauge
18835,850,57,,Seen it online so i ordered it is so cute great fit patchwork is so pretty very vintage looking runs large would be cute with some skinny jeans and some booties,5,1,0,General Petite,Tops,Blouses
18647,867,35,Great basic tee,"This tee is a great everyday staple.  it is comfortable and it also drapes very well.  i am 5ft 2in, 100lbs, 34b and i got this in xxs regular.  the length is perfect for leggings/skinny jeans, and it also looks really cute with a side knot in front. i have this is navy, green and black.  the navy color is brighter in person and in my opinion, looks better.  you can't go wrong. planning on getting the grey and pink one as well.",5,1,2,General Petite,Tops,Knits
17903,1104,51,Not impressed,"I'm 5'4"" 120# , 34d. this dress did nothing for me. the seem on the side with the knot doesn't look right. it's almost on the side but not really. there's a seem down the center of the butt from the waist. it looks weird from the back because it's such a fine striped print. not flattering at all. the dress is comfortable due to the stretchy knit and it has a stretchy knit lining. hit me just a bit lower than on the model.",2,0,13,General Petite,Dresses,Dresses
9227,927,59,Great sweater for cool weather,"The sweater is light and very soft. the silver banding on the neck, sleeves and hem make it easy to dress up.",5,1,0,General Petite,Tops,Sweaters
14344,1086,22,Perfect year round dress,"This dress is incredibly soft! with sleeves that can be rolled up or down, it is extremely versatile. while the dress is very comfortable and mostly fits true to size, i found it to be ever so slightly snug through the hips at first. however, i am somewhat difficult to fit with an accentuated hourglass figure. overall, i am very happy with this purchase and look forward to wearing it during my travels!",5,1,2,General,Dresses,Dresses
3748,936,31,Nice but sleeves are way too long,"I ordered this and thought it would be cute for work, but it tuns out the sleeves are ridiculously long. i am 5 foot 10 and do not have short arms. also it is a bit short waisted for me. i do love the floral detail of the button.",2,0,0,General,Tops,Sweaters
3249,380,38,Chevron pattern off center in back,"I purchased this swimsuit in the mint. gorgeous color combination. i'm 5'5"" and weigh 117 lbs. i purchased a small. the fit is true to size. i love the front design; however, my husband promptly brought the back of the swimsuit to my attention. the chevron was off center. the design should have been centered with my back; however, it was on the right side of my back. i immediately called retailer assuming the product was defective. the item was sold out on line; however, a supervisor was able to l",1,0,5,Initmates,Intimate,Swim
20429,867,48,Super cute!,I had bought the pull over in the same fabric and now this zipper jacket style. so fun and love the texture. i waited for markdown plus promo and it was worth waiting.,5,1,0,General Petite,Tops,Knits
16602,142,19,,"I really liked these leggings, so comfy! they are so soft and the waistband is thick(about an inch wide). i am a size 10 in pants, i got a size m. i have a 33 inch inseam and these came down to my ankles. these leggings have textured stripes at the calf and hip.",5,1,1,Initmates,Intimate,Legwear
7594,1033,37,Perfect,"I typically wear a 26 in jeans and in these i got the 25 and they fit perfectly. i ordered the 25 because i wanted a more fitted look and that was what i got. they are well made, a nice dark wash and with the size 25 a more straight fit and not boyfriend fit. i'm only 5'3"" so they come a little past my ankle when unrolled. i've worn them two days in a row and they haven't stretched out...highly recommend.",5,1,7,General,Bottoms,Jeans
17846,877,36,,"Really fantastic shirt. ordered multiple colors and will keep them all. the gray especially looks a bit boring online, but is gorgeous in real life. it has different shades mixed together and is really pretty. neckline is interesting. wish the front was a tad shorter, (i'm 5'4) but don't think petite will work. really, really great shirt.",5,1,7,General,Tops,Knits
17938,936,40,Retailer classic,This sweater coat is a keeper. yes it runs large but if you wear it as a coat and not a sweater it works well. plus it is very warm. for size i normally wear a large 12/14 and i ordered a medium. great for layering soft winter whites. i wore this christmas shopping and everyone asked about it all day. this will for sure go into my retailer classic closet.,5,1,2,General Petite,Tops,Sweaters
7138,1005,39,So happy!,Love this skirt. it was on my wish list from the first time i saw it in the catalog. so glad i was able to get it when it hit sales. i love it. thr color is more subdued than pictured but very nice anyway. the cut is awesome and flatering pretty true to size for me (petite) winner,5,1,2,General,Bottoms,Skirts
7267,867,39,Excellent standard for my wardrobe,"I purchased the black tunic. as others have mentioned, this piece goes great with skinny jeans or leggings. when i'm rushing to find something to wear, this is one of my go-to's. nice coverage. not see-through.",5,1,0,General Petite,Tops,Knits
6740,1111,58,,Saw this in the store and just had to have it. beautiful design. fits perfectly. looks nice with a belt as well.,5,1,0,General,Dresses,Dresses
16296,364,34,Too much cardigan,"I was definitely wearing retailer colored glasses (my term for when something looks great on you in the dressing room but leaves you wondering what-was-i-thinking when you try it on later) when i bought this. once i tried this on at home, i basically felt like i was swallowed up by this thing -- there's so much fabric layered in front and around your shoulders that you can actually feel the weight hanging down around your neck, and it naturally sticks out rather far in the back. i wanted to love t",2,0,3,General Petite,Intimate,Lounge
7325,860,36,,"I really liked this top. ordered the blue and am considering getting the pink color. 5'4, 135lbs, ordered xxs and it fit great. has nice drape around hips and not too snug.",5,1,0,General,Tops,Knits
5932,201,24,Add a little shimmer to your outfit,"These tights are wonderful, exactly as pictured (but the shimmer is more apparent in person), definitely true to size, and super comfy! the only tricky part is finding the right shoes to pair with.",5,1,0,Initmates,Intimate,Legwear
20988,1078,51,Soft and comfortable,"Cute dress. i say true to size - but keep in mind it is loose and flowy and i purchased in my usual size medium and it fits perfectly. it's lined so there is no need for a slip. very comfortable and cool. i am 5'6"" and it is 3"" above knee. i paired it with the gemline lariat turquoise necklace and have already received several compliments and my day is only 1/2 over!
a great priced dress which holds true to retailer's quality and uniqueness of items offered.",5,1,0,General,Dresses,Dresses
10884,1081,42,Soft,Love bailey 44. this dress does not disappoint. the blue is beautiful and the fit is very flattering. the material is really soft and the dress is very comfortable.,5,1,0,General Petite,Dresses,Dresses
10319,1110,51,Versatile dress,"Fun transitional dress for fall that can be worn with ballet flats, boots or booties. true to size. for reference i am 5'9, 138 with an athletic build.",5,1,3,General,Dresses,Dresses
8576,1078,53,Way too much material,"First let me say i love the fabric and the pattern of the blue dress. but the fit is extremely loose. they could take out an entire 12 inches of material and it would still be a swing dress. the photo of the back of the model, where the blue dress goes in to her waist is not at all accurate. if it was, i would love this dress. the photo of the model wearing the other color is how the dress actually hangs - straight down from the underarms and then bigger as it goes toward the hemline. i am 5'7""",2,0,9,General,Dresses,Dresses
3974,907,47,,"Really wanted to luv this top buttt it ran small in arm length & in the front, bottom...backside was perfect coverage...also most important this top is see-through! item as pictured is not accurate!",1,0,2,General Petite,Tops,Fine gauge
3113,906,28,Love this sweater!,"This is a great sweater that i know i'll get a ton of use out of! i've already worn it three times, and i've had it a week. i typically wear small or medium in tops and sweaters, and ordered a medium in this one to ensure the arms were comfortable. the nude color is perfect.",5,1,0,General Petite,Tops,Fine gauge
20753,317,29,Unexpected find,"I was at my local retailer this weekend, needing a bathing suit for an upcoming trip and this set was sitting in the ""get it while it lasts"" section, in my size. i tried it on (top in two different sizes 32c and 34b and a bottom), and it was literally the only time in my life i've ever tried on a bathing suit and been happy with the results! great material, the design is retro but with a modern twist with the fabric, supportive top without squishing (went with the 32c...same as my regular bras), t",5,1,1,Initmates,Intimate,Swim
8080,1078,35,Horrible,"I cannot imagine this dress working in any size. i am a small, thin and average height woman (usually a 25/26 in pants, a size 32c bust, and 5'6"" tall). this dress was huge. i sized down to a 2 ( i am always a 4 in dresses) and this dress was still big... i do not know if i could size down to a 0 though as the shoulders seemed to fit right. it was ginormous. i got it for a wedding in two months and i will be 3 months pregnant, it still wouldn't work unless i was 9 months pregnant and carrying tr",1,0,2,General Petite,Dresses,Dresses
23395,630,38,,"This is the best little romper i have ever tried on. i don't typically love myself in shorts but these are so flowing and the pattern is so pretty i couldn't resist. the material is nice and the length is great. i'm 5'6"" and 135lbs and the small fit great.",5,1,1,General,Bottoms,Shorts
8602,1078,20,,"Definitely shorter than expected, but a super light, airy, and comfy dress for summer nights. a must for summer dinner parties!!!",5,1,0,General,Dresses,Dresses
13788,836,37,Pretty top,"I adore maeve tops, and this is no exception. i'm small on top (32a), ordered my usual maeve size 0. i'm 5'3, 105 lbs, ordered regular (not petite) because the front of this blouse is already short. fits appropriarely, but take note it is much more blousy than it appears in the photo. you have to try it on, either you'll love it or hate it. i do love it's slightly oversized blousy fit, so i was not hesitant to put it in the dryer on low for about 15-20 minutes. well... it shrunk up like nothing",5,1,7,General,Tops,Blouses
12486,48,33,Gorgeous and flattering,"I found this set once while browsing the website. i fell in love with it and kept a photo of the set so i could save up to purchase it. as luck would have it, my mom surprised me with a gift card, so i applied it to my purchase. i'm so happy with the set. it's wonderfully flattering, and makes me feel sexy. i want one in every color!",5,1,0,Initmates,Intimate,Intimates
14116,921,74,Tunic,This top is well made and would be cute but huge. this top has no shape and is way big. back this goes.j,2,0,6,General,Tops,Sweaters
20989,895,37,Short and shapeless,"Even on my 5'1"", short-waisted, 100 lb body, this was super short. it was also super boxy. not flattering at all. the blue was a good color but this is going back.",1,0,15,General Petite,Tops,Fine gauge
16745,828,69,"Nice drape, lovely navy","I've been looking for a navy shirt for some time and this is it. it's soft, drapes nicely but it's not as dressy as silk shirt would be. the navy is really blue, not a black-navy like so many. i've washed and dried it in the machines and it came out well. shrank just a little, but that made it perfect. for me it was true to size because i liked the slightly over-sized boyfriend fit, yet it still has shape. if you want a fitted shirt, go down a size or look for something else.",5,1,7,General Petite,Tops,Blouses
2183,872,32,,"Got this shirt on sale and i hope they restock so i can buy more. super comfy and flattering at the same time. i have some extra baby weight and it camouflages that well. i'm normally a 6-8 but i'm an 8-10 right now and the medium was perfect. i'm 5'6"" and its plenty long enough to wear with leggings. a great shirt and i'll be sure to watch out for this one to come back. please restock!",5,1,0,General,Tops,Knits
16515,927,35,Elegant comfort,"I saw this online and couldn't wait to get my hands on it. my only problem was choosing a color. i got the black one. it is a bit hairy, but soft and smooth as well. it feels very high quality. it has two nicely placed buttons if you'd like it kept in place, but it's just as nice loosely draped. it will work well dressed up or down. it runs large, but clearly intended to.",5,1,0,General,Tops,Sweaters
16038,872,36,,"This top is an easy, classy staple for summer -tts and drapes well, great shape",5,1,0,General,Tops,Knits
22657,895,33,Strange fit,"The pattern and fabric are lovely, but the sleeves are short (unlike the photo) so it drapes very strangely. i personally could not figure out how to wear it so that it looked anything remotely like the photo. had to return this one.",2,0,1,General,Tops,Fine gauge
13234,1078,24,Love it!,"This dress is soft and comfortable. it's perfect for summer. i ordered my usual size 4 petite and it fits perfectly. 34"" 26"" 5'1""",5,1,5,General,Dresses,Dresses
14333,432,47,Not as beautiful as online,"I'm disappointed in these pants, which looked so beautiful online and even have pockets! in person the pattern and colors aren't as nice, the fabric is too thin, and the pants look cheap. the pockets are pretty shallow. the fit isn't good either. i ordered up (i'm between sizes) and they're still not as flowy as i'd have liked. these are too pricy as lounge pants for me to be on the fence about them, so they're going back. if you buy them knowing about the thin fabric and snug fit, they might wo",1,0,2,Initmates,Intimate,Swim
13790,1095,32,So disappointing,"I was so excited to get this dress, and it was such a disappointment! it looks so cute on the model, but it was very different when i got it. the color is a lot more yellow than i thought it would be, and the pattern just looked a bit strange--it stood out more against the yellow instead of looking neutral. the dress fit really awkwardly on the top. the straps were way too long, and the chest area was practically baggy when i put it on. i normally wear a 4p, and i ordered down to a 2p. the waist",2,0,0,General,Dresses,Dresses
9946,1035,62,,Best jeans! fit is amazing! buy them; you won't regret it!,5,1,0,General,Bottoms,Jeans
8191,820,29,Cute and versatile in black,"I got this in black. it can be casual or dressy. very lightweight, comfortable and flattering. i ""collect"" black tops (since i rarely wear any other color) and this is now one of my favorites. i think it looks totally different in the black than it does in the other colors -- more refined, less casual. this runs quite large. i am a 0-2 but needed the 00 in this top.",5,1,0,General Petite,Tops,Blouses
4041,1056,43,Comfortable and stylish,"I love these pants, they are soft versatile and stylish! great choice!",5,1,0,General Petite,Bottoms,Pants
22186,1123,24,Beautiful jacket,"This jacket is phenomenal. the color is gorgeous in person. the brown has a unique shimmer to it that just makes it feminine and special. it's also very warm and comfortable. like some other reviewers said, it looked great zipped as well as unzipped. this is a really special find and great addition! if you're considering this jacket i say go for it. for reference, i actually love the fit and thought it was tts, though i am a 32c and got this in a small so perhaps that's only the case for c cup a",5,1,0,General,Jackets,Outerwear
8125,472,42,Perfect fit shorts,"I typically wear boring shorts. you know - khaki. i saw these in the store and had to try them on. true to size in the waist, not too short, and the leg fit was perfect (slim without being skin tight). the pattern is far from boring. i can't wait to wear them out.",5,1,3,General Petite,Bottoms,Pants
7656,877,34,Meh,"It's a rather boring tank. i thought it'd be perfect under a cardigan for work, but decided against it. the fit is boxy, and does not look good on a girl with curves.",2,0,0,General,Tops,Knits
22304,1104,30,Great dress,"I love this dress. it is so flattering and comfortable! i am petite with curves, and feel so good when wearing this. i ordered a petite small. i will have to stop myself from wearing it every day this summer.",5,1,0,General,Dresses,Dresses
19268,829,41,Feminine & fun,"Bypassed this blouse online, but it's striking colors caught my eye at the store. bought the olive green color and it's gorgeous! the color is great for both spring and fall. i'm normally a petite xs at 5'0 feet and 104 pounds, the regular xs is a great fit for me. not too boxy and the length hits right at my waist. material is lighweight and flowey. don't hesitate to buy, it's a great piece to add some pop of color and goes great with skinny jeans..",5,1,0,General,Tops,Blouses
6372,1082,57,Stunning!,"This dress is even more gorgeous in person! i had seen in the spring catalog but liked it even more when i spotted it at my local store. i have been searching for the perfect ivory crochet or lace dress each summer for the past few years. i think i have finally found ""the one'! i should note i am 5'9"" and this dress goes all the way to my knees. it may swallow someone on the shorter side.",5,1,1,General,Dresses,Dresses
3696,1008,31,Beautiful!,"This skirt is so beautiful!! it's a bit small, but only a tad. i can still wear it, and it encourages me to lose 5lbs haha! i get compliments everywhere i go.",5,1,3,General Petite,Bottoms,Skirts
11168,862,40,Fina tie tunic,"I was extremely disappointed with the quality of this product. as soon as i put this tunic, the right tie loop detached from the garment. i could return it but the point of shopping online was to avoid the hassle of going to the store. the price of the item does not justify the low quality of the final product.",1,0,4,General,Tops,Knits
8756,949,53,Love!!!,"I am petite, 5'2"" - purchased the xsmall and it is a little big, but had to have this!! i would say runs a bit large. i think it will be a great addition to any wardrobe.",5,1,0,General,Tops,Sweaters
17257,864,47,"Beautiful , romantic","I was hesitant to buy this because some reviews said that if you were busty it would fit tight and awkward across the chest.. i'm petite, 32c, 5ft and purchased the xsp in white .it is gorgeous! it fits a tiny bit big and i think i could have gotten away with a xxsp, but i like the flowiness of this size i have so i'm keeping it. it does not feel tight across the chest at all and hangs beautifully. i love it! the material is gorgeous and it is well made.",5,1,0,General,Tops,Knits
4334,1078,42,Say yes to this dress!,"I read the rave reviews, but tried this on with low expectations. i am curvier on top so i thought the dress would make my chest look huge and show my tummy budges. the dress was the exact opposite - so flattering and a piece i could truly dress up or down. i am 5'6"", 135lbs and a small fit perfectly. i rarely purchase anything at full price but plan to circle back to my local retailer to pick this up today.",5,1,0,General,Dresses,Dresses
20348,1078,23,Love this dress,"This dress is gorgeous. flattering, comfortable, and machine washable!

for reference i am 5'5 145lbs, 38-30-40 and 34dd. i got the medium and it fits great! only flaw is that the armholes are a little large, but not enough that my bra shows so i am okay with it.",5,1,4,General,Dresses,Dresses
1406,1025,59,,Tts and very very sleek and flattering. just love for summer. nice light weight. feel great on and not saggy. nice color addition since my other favorite are lighter shade of blue.,5,1,1,General Petite,Bottoms,Jeans
3527,872,56,Fun yet not too casual,One of the sales women was wearing this today. she looked amazing. then i tried on. i looked really great. the gray pattern is much more distinctive in person. it is comfy - 97% cotton. the unique hem adds punch. able to dress up or down. i'm a true size 6. small fits perfectly. medium was very loose and oversized. well constructed. feels more like a $98 ($78 retail) pullover. highly recommend.,5,1,16,General,Tops,Knits
9214,862,53,Beautiful,I am very happy with the top.well made and beautiful color.,5,1,0,General,Tops,Knits
17728,1077,39,Love - loose fit,"The back of this dress is stunning. i am usually a petite but could get away with regular. tried on xs (115 lbs, 30dd chest) and it was good length and not too low cut. colors are really fun, the mango one has a tiny bit of sparkle in one of the lines. flory and airy.",5,1,17,General Petite,Dresses,Dresses
11528,1131,40,Great addition to your coat closet,I can't wait for it to get colder so i can wear this out. love the ochre color paired with the maroon faux fur lapel. i especially love the detail at the pocket edges. very well made. the faux fur is luxuriously soft and removable. this will go great with denim and long skirts. the wool is a bit stiff in my opinion but that's okay. this will make a great addition to your autumn and winter closet. most of my outerwear are blacks or dark blues or dark greys so it's nice to be able to wear a bit of,5,1,2,General,Jackets,Outerwear
20310,945,68,Disappointing,Ordered this vest on line and returned it due too poor quality .,1,0,1,General,Tops,Sweaters
7972,1099,62,Beautiful dress!,"This dress i received is stylish, comfortable and very nice to wear. i love the length, goes just below the knee and i am 5'2 so it is perfect for me. i can't say enough about this dress as i can't wear a lot of things because i am apple shaped but with this dress no one would ever know. thank you retailer for this beauty!",5,1,1,General Petite,Dresses,Dresses
5977,850,36,Pretty and sophisticated,"This is a great top! i love the color of the pink... it is the perfect color of pink; not too bright or too light, but a pretty pink-coral spring color! i am fair skinned and this color looks great on.
i got the 0 regular and it fits perfect. i am 5'2"" and 110lbs. i usually get petite but i can't imagine this shirt being shorter... it's a great length. i can wear it slightly tucked in or out without it looking sloppy. it also hides any belly issues for those mamas out there. love it! perfect fo",5,1,1,General Petite,Tops,Blouses
17627,1080,56,Adorable dress!,"This dress is adorable! i purchased it in black and white to wear to my daughter' s bridal shower. i received so many compliments. it was comfortable, stylish and best of all wrinkle free. i actually ordered it online and when i got it, the dress required no ironing of any kind. love it! i think i may have to get in in the red also.",5,1,4,General,Dresses,Dresses
12503,936,33,Nice sweater :),Got so many complements! really comfy but runs big! i'm usually a large and i wish i had gotten the small.,5,1,0,General Petite,Tops,Sweaters
20545,489,39,Cool for the summer,"I was skeptical about buying a romper. i was also unsure what size would fit me (i'm 5'5"" and 150 lbs.)  to my delight, the romper fit perfectly! it's a gorgeous and flattering fit.  i love the design and fabric!  it's stunning!",5,1,0,General Petite,Bottoms,Pants
9659,828,41,"Casual, fashion forward, trendy","Great colors, style and fit",5,1,0,General Petite,Tops,Blouses
13941,1110,43,,"I purchased this dress in the berry color. it is beautiful and feminine. the length fit just like in the picture. i love all the detail and ease of this dress. i'm 5'2"" 34d and purchased a size 2. it fits true to size.",5,1,9,General Petite,Dresses,Dresses
6133,862,46,Soft and comfy,"I bought this to give room for an expanding tummy - i'm 6 months pregnant and this completely conceals the bulge.  i suspect i will appreciate that in the spring when i'm actually trying to hide my leftover belly... it's incredibly soft and the top is wide enough to cover a bra strap.  the arm holes are small enough to cover my parts but large enough to be comfy.  i'm 5'5"", medium build and normally wear a medium but got a large given my circumstances.  a medium would have probably worked normal",5,1,0,General Petite,Tops,Knits
8965,940,57,Perfect sweater coat,"This sweater coat is perfect. i've been looking for one i loved for years. in my opinion, it runs true to size. i ordered my usual xsp. it is fitted in the arms and loose on the body. i love it.",5,1,0,General,Tops,Sweaters
15504,1099,22,,"Cute but not sure it's worth the price point. i might reach for it in sale, and while it was cute on, i just don't spend that much on a daytime casual dress. i'm sure you could dress it up with heels or something but there's something about this dress that screams casual daytime. still very pretty and flattering! i loved the neckline and detailing there",5,1,0,General Petite,Dresses,Dresses
18036,1094,94,,Dress just did not fit will around the hips.  also the string belt was defective - basically about to come off.  looks like someone may have wore it and returned it.  was not flattering at all.,1,0,0,General,Dresses,Dresses
3611,1094,44,Great fit - perfect summer dress,Tried this after missing out on the very similar terra max dress where petite sizes sold out. the medium is perfect and the style can be dressed up. wore it on a day out and two strangers complimented me on the 'great dress'!,5,1,0,General,Dresses,Dresses
7698,189,34,"Comfy and cute, high quality socks","I love these socks so much! i ordered the beige and red pair with the polar bear design and they are my new favorite socks. these are comfy, with great stretch and just the right amount of cushion. however, the best feature is the cute little frill around the cuff! i want to order more, but i don't care for the other designs as much as the pair i ordered. instead, i will be keeping an eye on this brand to see what they come out with next!",5,1,4,Initmates,Intimate,Legwear
15309,916,43,Awesome poncho,"Just to back up what everyone else is saying, this poncho is perfect. it is indeed super soft! casual and fun. i personally thought the coloring at the bottom was even prettier than pictured. this poncho is not tight around the neck, yet not lose. it goes right over your head without messing up your hair. i love the sleeves. they can be worn above the elbow or easily pulled just down below it. a great alternative to a sweater. i ordered the petite xs/s and i'm 5'3. hits right at bum.",5,1,0,General,Tops,Fine gauge
16031,1056,33,"Comfy fit, be careful when you wash them","I love these pilcro pants. i had them in two colors, both beige and khaki. super comfy, and they stretch out a little around the waist with wearing. however, i recently ruined both sets in the wash because i used a stain-stick remover to try to get some grease spots out of them. the stain stick instead lifted the dye off of them! now i have two sets of pants with odd light splotches on them...so sad they aren't more color-fast :(",5,1,1,General,Bottoms,Pants
6315,854,48,Boxy,"I found this piece very boxy and not very feminine. i tried to make it work but i just wasn't feeling it the material is thin and the design is boring. unfort, it wasn't for me.",2,0,0,General,Tops,Knits
8269,862,25,Not that flattering,I love everything from retailer but this top did not fit all that flattering. the neck line fits a little weird. too bad. color was nice though. i returned the top.,2,0,7,General,Tops,Knits
20244,895,33,So soft,"I happened upon this one in store in my xs size. online it would not catch my eye, but in person i love it. it fits like a glove and is so soft and elegant with the knit detailing, pleats, and length in the back. i couldn't pass this one up. i also agree with the other reviewers about colors:/",5,1,0,General,Tops,Fine gauge
10519,254,34,"Wanted to love it, but it's too short",I was in love with this suit from the pictures. unfortunately the top is a little too short so the peplum skirt hits right at my widest part and doesn't meet the bikini bottoms.,2,0,1,Initmates,Intimate,Swim
22578,1070,58,Perfect!,"When i saw these in the store i liked how they were different from usual leggings and, the nice fabric weight. i especially liked how they were not tight at the ankle and fit similar to a pair of ankle pants. since i wanted a slightly looser fit, i usually wear a 2/4 i went w a medium. can't wait for the weather to get colder so i can wear them with a sweater and ankle boots.",5,1,0,General,Bottoms,Pants
15082,886,55,,,5,1,0,General,Tops,Knits
5916,833,43,Unique and eye-catching top,I love floreat and was excited to find this top on sale. i received multiple compliments the first day i wore it. it is true that it might be better with a bit less fabric but it wasn't a deal breaker for me. the flowy shape it ideal for summer.,5,1,0,General Petite,Tops,Blouses
7879,1078,26,,"For reference i am 5'5 about 140lb, typically wear a size 6. luckily they had it in-store around me so i as able to try it on. i read the reviews and first tired on a size down, but it still didn't look quite right on me. i was daring and tried on another size down, and i'm glad i did! there is no lie that it runs large! it's a beautiful dress and heavy enough to wear into the fall! i will say it does still have a little ""tenty"" shape to it, but it's just the style of the dress.",5,1,1,General,Dresses,Dresses
6705,1053,47,Weekend or work - all good,"I am pretty obsessed with these and wish i could get them in many more patterns. the fit is ultra comfortable and true to size. the style allows you to put on a t-shirt, sweater, cardigan + t, whatever, and look completely put together. i got loads of compliments on them on the first day i wore them.",5,1,0,General,Bottoms,Pants
10005,1110,34,New go-to dress,"There aren't enough great words to describe this dress. tried on the black one in store yesterday and knew immediately i was going to purchase.  everything is perfection - not tight slip underneath that even has the strap snap closures to hold it in place at the shoulders, not too low cut, hits right above knee so not too short, light weight, flattering, etc!!  and machine washable! can dress up or down. could even wear to work with a jacket or cardi. can wear all seasons - can't wait to pair wi",5,1,9,General,Dresses,Dresses
461,850,52,"Very pretty, boho chic","I purchased this blouse because i love a 70's vibe in my tops. it is a beautiful, colorful top, but the colors weren't flattering on me. having said that, the cut is nice, the fabric is lightweight and flows nicely, and the fit was fine on me. i am a curvy 5'5"" with a 36 c cup. go for it if this is a style you like. one other note, i wish it had been a bit longer, but i am older and prefer a little more coverage. it's just a personal preference. i think the picture is an accurate depiction.",5,1,5,General Petite,Tops,Blouses
16886,834,36,Perfect in every way!,"I love this top so much. i dare say it is one of my favorite retailer purchases to date. i got it in the blue and it is really magical! i get compliments every time i wear it. i have a pair of dressier black leggings that i never know what to wear with, i'm not really a leggings person. but this tunic is exactly the piece! plus, this tunic comes with pockets. what's better than that??!",5,1,0,General,Tops,Blouses
4696,831,47,Stunningly beautiful,"I took a risk and bought this blouse and got a wonderful surprise. i bought my usual size small (34c, 31"" waist) and it was perfect. the details of this blouse are amazing. you cannot see the flecks of copper-gold leaves all over the fabric or the gold threads running down the seam in the front. it is really, really beautiful. the fabric overall is soft and flowy and the sleeves do not stand out off my shoulders in a weird way. there is a soft flow of ruffle down both sides of the shirt. the fro",5,1,3,General,Tops,Blouses
8421,1046,26,"The ""dip your toes in the culotte trend"" pant","I skipped over these when they first cme in store, but it was reccomended to me to try them on. so i did, and i loved them, they look like a skirt which is amazing but you won't be worrying on those breezy days ;) they run very big!!!! i'm usually a 26/27 or 2/4 in pants and i got the xs and feel like i could have even sized down but that's the smallest size carried in store. i got them in the green because i felt that the color went more with the casual feel of the pant. if you are interested i",5,1,14,General,Bottoms,Pants
1642,1059,52,Classic and timeless,"I was a little concerned ordering these online without seeing them in person but they do not disappoint! the fabric has a little texture to it that makes them look and feel like a high quality pant. the design is unique and provides visual appeal, and i still feel like i can wear them in my office without looking out of place. i love the high waist on these!",5,1,2,General,Bottoms,Pants
11187,1078,65,Not as pictured,I just received this dress wadded up in a bag. it is nothing like the colors shown on line. in the picture it appears blue and white. in actuality it is teal and a funky color of beigey pink. the top is see though but it does see have a slip under the skirt. will be sending it back and again remind myself why i shouldn't try to buy a dress on line.,1,0,4,General Petite,Dresses,Dresses
10442,1116,53,Run and buy this coat today!,"I ordered this coat as it was on sale but it was so nice it would have been worth full price. i am 5 feet 1"" and 110 pounds - i ordered a 4 petite as i like jackets a little larger for a sweater underneath but i could have used the 2 petite as well. this coat is heavy - so also very warm. it is a little shorter than on the model. the colors are more vivid the blue is a denim wash blue not navy blue - it fits fabulously and the quality is great. i wore it to dinner with a navy turtleneck and must",5,1,1,General,Jackets,Outerwear
