,children,days_employed,dob_years,education,family_status,gender,income_type,debt,total_income
1597,0,1480.9495868145316,54,secondary_education,divorced,m,business,0,25110.845
1598,0,1605.0696503579034,68,secondary_education,civil_partnership,m,retiree,0,3471.216
1599,0,1798.3530216997779,55,bachelor's_degree,married,f,retiree,0,33010.452000000005
1600,0,3415.8941924170513,48,secondary_education,married,m,employee,0,24412.398
1601,1,1498.5952595622052,27,bachelor's_degree,civil_partnership,f,employee,0,32843.373
1602,0,1820.3279458612435,45,secondary_education,civil_partnership,m,employee,0,65445.412
1603,0,1682.08343808475,60,primary_education,married,m,retiree,0,34057.424
1604,1,1044.7279101122872,34,secondary_education,married,m,employee,0,15273.638
1605,0,13468.882696747742,53,secondary_education,married,f,civil_servant,0,44744.139
1606,0,1876.251863508932,36,secondary_education,divorced,f,civil_servant,0,54799.006
1607,0,4144.711271868319,49,bachelor's_degree,married,m,business,0,42397.745
1608,3,183.5097969111506,29,secondary_education,married,f,employee,0,13099.491000000002
1609,0,1930.492446048558,65,secondary_education,married,f,employee,0,21529.434999999998
1610,0,1798.3530216997779,57,bachelor's_degree,married,f,retiree,0,27377.358
1611,1,8346.255972872415,43,secondary_education,married,f,civil_servant,0,8094.861
1612,0,1090.3709931219494,49,secondary_education,married,m,employee,0,24493.225
1613,0,9087.430937836874,43,secondary_education,married,f,civil_servant,0,21825.803
1614,0,128.55363573881988,20,secondary_education,married,f,business,0,32290.886
1615,0,2508.785714756651,69,secondary_education,widow_widower,f,retiree,0,9811.692
1616,2,1701.029368592046,38,secondary_education,married,f,employee,0,22389.309
1617,0,1659.931156927678,48,secondary_education,married,m,business,1,23038.612
1618,0,1930.492446048558,55,secondary_education,married,f,retiree,0,17779.918999999998
1619,0,1289.188792530339,26,bachelor's_degree,unmarried,m,civil_servant,0,27503.559
1620,0,1798.3530216997779,41,bachelor's_degree,married,m,employee,0,28965.388
1621,0,1085.319856821044,22,bachelor's_degree,unmarried,m,business,0,46295.2
1622,0,190.44765153293227,51,secondary_education,married,m,business,1,33887.28
1623,0,1930.492446048558,60,secondary_education,married,f,retiree,0,17842.596
1624,0,1951.839133979567,57,secondary_education,married,f,employee,0,25204.776
1625,1,4209.1957891718075,49,secondary_education,civil_partnership,f,employee,0,17158.917
1626,2,1701.029368592046,30,secondary_education,married,m,employee,0,22389.309
1627,0,2603.5009451401465,58,secondary_education,civil_partnership,f,employee,0,31395.397
1628,1,5223.231163664883,52,bachelor's_degree,married,f,employee,0,27440.313
1629,0,609.6880979030128,25,secondary_education,civil_partnership,m,business,0,13633.864
1630,2,1701.029368592046,42,secondary_education,married,f,employee,0,22389.309
1631,0,2651.061400869458,42,bachelor's_degree,civil_partnership,f,business,0,34592.045
1632,0,405.0428581577137,41,secondary_education,married,f,employee,0,12388.785
1633,0,2081.7825004076058,33,bachelor's_degree,married,m,employee,0,28327.97
1634,0,3265.3570188667004,36,secondary_education,married,f,civil_servant,0,36978.238
1635,0,530.4873499428777,24,some_college,unmarried,f,employee,0,21138.494
1636,0,1822.315338901624,31,secondary_education,unmarried,m,employee,1,9832.891
1637,0,1930.492446048558,39,secondary_education,married,m,retiree,0,33842.237
1638,0,1930.492446048558,59,secondary_education,married,m,retiree,0,18802.233
1639,0,1930.492446048558,65,secondary_education,married,f,retiree,0,10901.737
1640,0,369.7002232523597,51,secondary_education,married,m,employee,0,29228.48
1641,0,730.8614239687781,37,bachelor's_degree,unmarried,f,employee,0,24749.67
1642,2,1583.9172637050783,56,bachelor's_degree,unmarried,f,employee,0,29002.983
1643,1,1417.2971020703812,27,secondary_education,divorced,f,employee,0,23352.347
1644,0,1930.492446048558,67,secondary_education,married,f,retiree,0,10688.615
1645,0,693.0424126075177,21,secondary_education,married,f,employee,0,9781.051
1646,0,2508.785714756651,62,secondary_education,widow_widower,f,retiree,0,36498.003
1647,0,1259.2164400131107,44,secondary_education,civil_partnership,m,business,0,15125.044
1648,1,1193.76442680975,27,secondary_education,married,f,business,0,35868.069
1649,0,2200.833386203518,36,secondary_education,married,f,employee,0,44881.112
1650,2,3976.112832248061,31,secondary_education,married,f,employee,1,17772.322
1651,0,2916.882466654384,61,bachelor's_degree,divorced,f,business,0,37434.419
1652,2,3093.7004891024385,34,bachelor's_degree,married,m,civil_servant,0,28209.807
1653,0,1798.3530216997779,69,bachelor's_degree,married,f,retiree,0,12664.532
1654,0,347.5267135869046,22,secondary_education,unmarried,m,employee,0,23219.889
1655,0,1930.492446048558,64,secondary_education,married,m,retiree,1,11873.678
1656,1,1397.083174644717,60,primary_education,married,f,retiree,0,19908.973
1657,0,1372.0688054821726,36,secondary_education,married,f,business,0,31234.66
1658,0,1605.0696503579034,48,secondary_education,civil_partnership,m,business,0,21642.797
1659,1,6574.970869918134,40,secondary_education,civil_partnership,m,employee,0,27655.862
1660,3,1139.871540898328,31,secondary_education,married,m,business,0,39350.504
1661,1,802.5554923527823,28,secondary_education,unmarried,f,employee,0,23431.53
1662,0,2977.407625177268,38,secondary_education,married,f,employee,0,15919.776000000002
1663,0,5056.171433255235,48,bachelor's_degree,married,f,employee,0,26986.807
1664,1,3137.267885894231,46,secondary_education,married,f,employee,0,17089.103
1665,0,1615.240920851299,61,bachelor's_degree,civil_partnership,f,retiree,0,28942.1385
1666,2,895.905524674093,33,secondary_education,married,m,employee,0,23934.463
1667,1,2392.4835002975465,41,secondary_education,married,f,business,0,26144.03
1668,2,499.89523177131576,31,secondary_education,divorced,f,business,0,11791.025
1669,2,421.50372452113226,27,secondary_education,married,f,employee,1,14101.847
1670,1,1608.5911266063308,32,bachelor's_degree,married,f,civil_servant,0,34416.973
1671,0,3674.1967862080487,40,secondary_education,married,f,business,0,23336.712000000003
1672,1,1190.5667425091135,54,secondary_education,civil_partnership,f,employee,0,17029.779
1673,1,1762.1922462806897,26,bachelor's_degree,married,f,employee,0,14255.809
1674,0,1796.6536521374337,25,secondary_education,civil_partnership,f,employee,0,37208.439
1675,0,350.97659937237944,25,secondary_education,unmarried,m,employee,0,25348.303
1676,0,1471.5532710536083,43,secondary_education,married,f,business,0,24141.946
1677,1,505.427182098733,30,secondary_education,married,f,employee,0,23914.641
1678,0,914.2864898150128,32,secondary_education,married,m,employee,0,28767.067000000006
1679,1,1354.4912581036328,38,bachelor's_degree,married,m,employee,0,44921.47
1680,0,1930.492446048558,65,secondary_education,married,f,retiree,0,5630.865
1681,0,1605.0696503579034,57,secondary_education,civil_partnership,f,retiree,0,21642.797
1682,1,125.2490182668366,34,secondary_education,married,m,employee,0,26211.926
1683,4,1645.8672882232004,34,secondary_education,married,f,employee,0,34832.765
1684,1,1616.2194230043344,28,secondary_education,civil_partnership,m,business,0,13651.334
1685,1,1168.2537007634196,31,bachelor's_degree,married,m,business,0,30364.068
1686,0,3334.259327025212,66,secondary_education,widow_widower,f,business,0,17451.379
1687,0,533.1036197215582,47,secondary_education,civil_partnership,m,business,0,28254.671
1688,2,794.0086639463092,48,secondary_education,married,f,business,0,8643.091
1689,0,991.6314407446704,24,secondary_education,unmarried,f,business,0,21425.964
1690,0,3212.4947135927364,45,secondary_education,married,f,employee,0,31351.256
1691,2,666.5706504774528,48,secondary_education,unmarried,m,employee,0,28939.499
1692,1,1648.0860541202542,53,secondary_education,married,f,retiree,0,32307.747000000007
1693,0,6246.5908131308215,56,secondary_education,married,m,employee,0,45369.866
1694,0,1930.492446048558,55,secondary_education,married,f,retiree,0,17769.841
1695,3,1355.3581520534508,37,secondary_education,married,f,civil_servant,0,28959.097
1696,0,3430.3752581660674,35,bachelor's_degree,civil_partnership,f,business,1,34485.439
1697,0,287.92187705868645,21,secondary_education,civil_partnership,m,employee,0,15765.583
1698,0,1259.9336927112508,31,secondary_education,civil_partnership,m,employee,0,40971.975
1699,0,1798.3530216997779,63,bachelor's_degree,married,f,retiree,0,10097.085
1700,0,645.376826816768,21,bachelor's_degree,unmarried,m,employee,0,29742.529
1701,1,1013.699860836626,43,secondary_education,civil_partnership,m,employee,0,29620.185
1702,0,5019.3764721622965,42,secondary_education,civil_partnership,f,employee,0,30651.214
1703,0,1263.6850693508995,54,secondary_education,married,f,employee,0,13789.712
1704,2,1746.2796948796156,41,bachelor's_degree,married,m,employee,0,74405.905
1705,1,2183.42956999195,40,bachelor's_degree,married,f,employee,0,27265.293
1706,0,9394.830388951805,47,secondary_education,civil_partnership,m,employee,0,39623.805
1707,2,1945.5596126253035,47,secondary_education,married,m,employee,0,33775.901
1708,0,909.3965084720576,25,secondary_education,unmarried,m,employee,0,41641.58
1709,1,1648.0860541202542,49,secondary_education,married,m,employee,0,22673.422
1710,0,631.9352500519261,44,secondary_education,civil_partnership,f,employee,0,12186.855
1711,0,1355.7093961561134,40,secondary_education,civil_partnership,m,civil_servant,0,37812.06200000001
1712,1,1430.7850660878871,44,bachelor's_degree,married,f,business,0,27662.672
1713,0,2523.028744009916,59,secondary_education,married,m,employee,0,10375.418
1714,0,1151.9119219398708,32,some_college,married,f,business,0,22543.688
1715,0,1615.240920851299,54,bachelor's_degree,civil_partnership,f,civil_servant,0,28942.1385
1716,0,1289.188792530339,30,bachelor's_degree,unmarried,f,employee,0,27503.559
1717,1,456.43101175722137,36,some_college,unmarried,f,employee,0,16604.843999999994
1718,0,490.1023225475728,53,bachelor's_degree,divorced,f,business,0,36299.974
1719,0,1930.492446048558,58,secondary_education,married,f,retiree,0,30445.82
1720,0,1253.8870939245164,51,secondary_education,unmarried,f,retiree,0,16480.041
1721,1,7225.227417397119,37,secondary_education,civil_partnership,f,employee,0,24402.345
1722,0,2508.785714756651,68,secondary_education,widow_widower,f,retiree,0,18835.6
1723,0,1253.8870939245164,57,secondary_education,unmarried,f,retiree,0,22033.269
1724,0,5718.184106304605,59,secondary_education,widow_widower,f,employee,0,22375.367
1725,0,1930.492446048558,52,secondary_education,married,f,retiree,0,21529.434999999998
1726,1,256.32272358769285,27,bachelor's_degree,married,f,employee,0,14446.236
1727,0,3190.2614717675706,39,secondary_education,civil_partnership,f,employee,0,24888.362
1728,0,1083.7832485577749,45,secondary_education,married,m,employee,1,19821.272
1729,0,1196.1307063533743,35,secondary_education,unmarried,f,employee,0,39972.85
1730,0,8170.9905075492115,44,secondary_education,widow_widower,f,employee,0,18407.372
1731,0,1798.3530216997779,62,bachelor's_degree,married,f,retiree,0,11300.201
1732,1,2801.358975752373,43,secondary_education,married,f,employee,0,12856.635
1733,0,2989.6964371998088,38,bachelor's_degree,civil_partnership,f,employee,0,18693.361
1734,1,3032.657475085028,36,secondary_education,civil_partnership,f,business,0,14570.066
1735,0,2642.1090602516524,41,secondary_education,married,f,business,0,18837.897
1736,0,2508.785714756651,59,secondary_education,widow_widower,f,retiree,0,10695.758999999998
1737,2,2779.814173935153,40,secondary_education,married,m,employee,0,30305.949
1738,0,1212.4850176676428,38,primary_education,married,m,employee,1,25553.246
1739,0,395.9159804532421,28,secondary_education,married,f,employee,0,12098.303
1740,0,1605.0696503579034,61,secondary_education,civil_partnership,m,retiree,0,52003.22
1741,0,405.80204272214974,25,secondary_education,unmarried,m,business,0,18242.696
1742,0,1930.492446048558,58,secondary_education,married,f,retiree,0,10001.459
1743,0,1068.688104931267,55,secondary_education,married,f,employee,0,22219.991
1744,0,1283.6869823796417,38,bachelor's_degree,married,f,civil_servant,0,15273.148
1745,0,1253.8870939245164,40,secondary_education,unmarried,m,employee,1,21524.948
1746,0,947.4974554936268,41,secondary_education,married,f,business,0,17424.859
1747,1,3986.5444345302026,40,secondary_education,married,m,business,0,33434.913
1748,0,229.13170964384133,45,bachelor's_degree,married,f,employee,0,24215.528
1749,1,658.5066040983852,24,secondary_education,unmarried,m,employee,0,21277.272
1750,1,2179.5926264984564,36,secondary_education,married,m,employee,0,37248.851
1751,0,2508.785714756651,64,secondary_education,widow_widower,f,retiree,0,13308.678
1752,1,1309.745159299699,38,bachelor's_degree,unmarried,f,retiree,0,49851.90900000001
1753,0,1815.5486507694088,51,bachelor's_degree,civil_partnership,m,employee,0,17813.435
1754,0,1996.2068806679297,43,bachelor's_degree,married,f,employee,0,25893.858
1755,1,231.5668465760419,37,secondary_education,widow_widower,f,business,0,95428.761
1756,0,1242.7179405466334,34,secondary_education,unmarried,f,employee,0,22157.273
1757,0,2100.7612320937437,50,secondary_education,civil_partnership,m,business,1,59966.946
1758,0,1930.492446048558,50,secondary_education,married,m,retiree,0,16910.59
1759,2,2881.6920312871625,31,secondary_education,married,f,employee,0,10594.218
1760,0,1930.492446048558,56,secondary_education,married,f,retiree,1,11355.628
1761,0,1930.492446048558,71,secondary_education,married,f,retiree,0,24600.013
1762,0,2657.1550924657845,50,secondary_education,married,f,business,0,31583.926
1763,0,299.5119780410879,23,secondary_education,divorced,m,employee,0,11936.954
1764,0,6743.679994964751,40,bachelor's_degree,civil_partnership,f,employee,0,26893.57
1765,1,323.0215241805005,22,bachelor's_degree,unmarried,f,employee,0,14060.641
1766,0,1930.492446048558,50,secondary_education,married,f,business,0,21529.434999999998
1767,0,1930.492446048558,58,secondary_education,married,f,retiree,0,18009.116
1768,0,1930.492446048558,60,secondary_education,married,f,retiree,0,56714.27099999999
1769,1,1837.6813284903849,43,secondary_education,civil_partnership,f,employee,0,23823.166
1770,0,1605.0696503579034,47,secondary_education,civil_partnership,f,business,0,21642.797
1771,0,3698.498260183647,26,primary_education,civil_partnership,m,employee,0,27742.701
1772,0,202.6414695771238,25,secondary_education,unmarried,m,business,0,36343.534
1773,0,777.2789331281418,37,bachelor's_degree,married,m,business,0,37866.259
1774,0,1670.681117565851,55,bachelor's_degree,married,f,employee,0,22449.01
1775,1,1648.0860541202542,37,secondary_education,married,m,business,0,22673.422
1776,0,1832.479852058876,39,bachelor's_degree,divorced,m,business,0,58103.014
1777,1,2241.650929553624,30,secondary_education,married,m,employee,0,13486.24
1778,1,4815.649327880603,50,bachelor's_degree,widow_widower,f,civil_servant,0,27299.635
1779,0,1930.492446048558,38,secondary_education,married,f,employee,0,21529.434999999998
1780,0,1253.8870939245164,59,secondary_education,unmarried,f,retiree,0,18419.834
1781,0,2508.785714756651,61,secondary_education,widow_widower,f,employee,0,20193.389
1782,0,1253.8870939245164,47,secondary_education,unmarried,f,business,0,21524.948
1783,0,2207.682658615658,45,secondary_education,civil_partnership,f,employee,0,38419.337
1784,0,1930.492446048558,62,secondary_education,married,m,retiree,0,5090.55
1785,1,9127.057770311,46,secondary_education,married,f,business,0,24291.496
1786,0,10017.272437304076,55,secondary_education,married,f,civil_servant,0,23068.132
1787,0,1790.2146069936014,35,secondary_education,civil_partnership,m,employee,0,13268.121
1788,0,3077.440904837673,35,secondary_education,civil_partnership,m,business,0,32340.648
1789,0,3597.0856557713755,35,secondary_education,married,f,employee,0,14254.181
1790,0,1403.4780784098375,55,secondary_education,married,f,employee,0,39818.721
1791,0,3054.073159939488,35,secondary_education,civil_partnership,m,employee,0,35320.067
1792,0,2951.0544285080687,35,bachelor's_degree,married,m,business,0,31483.641
1793,0,5245.193641610671,53,secondary_education,married,f,employee,0,27635.726
1794,0,1038.4975242032654,32,secondary_education,married,f,employee,0,13004.737
1795,0,1605.0696503579034,66,secondary_education,civil_partnership,f,retiree,0,20695.583
1796,1,711.6392023498546,33,bachelor's_degree,married,m,business,0,55701.593
1797,0,3170.847475905057,57,secondary_education,married,f,employee,0,26171.1
1798,0,13913.41587629005,62,bachelor's_degree,married,f,civil_servant,0,27117.841
1799,2,2624.6341131862346,36,secondary_education,widow_widower,f,employee,0,25364.31600000001
1800,0,1058.9458151233614,39,primary_education,married,m,employee,0,15218.018
1801,0,1930.492446048558,62,secondary_education,married,f,retiree,0,11623.701
1802,0,4142.406584944479,48,secondary_education,civil_partnership,f,employee,0,42289.188
1803,2,263.09442859678904,29,secondary_education,divorced,m,employee,1,34945.905
1804,0,1430.379301264684,25,secondary_education,civil_partnership,m,employee,0,11932.865
1805,0,2269.310012807389,40,secondary_education,civil_partnership,m,employee,0,15185.363
1806,0,1615.240920851299,65,bachelor's_degree,civil_partnership,f,retiree,0,16992.287
1807,0,3497.328308697333,29,secondary_education,married,m,business,0,68870.822
1808,0,1615.240920851299,45,bachelor's_degree,civil_partnership,m,retiree,0,57327.43700000001
1809,1,1941.899251732805,42,secondary_education,civil_partnership,f,employee,0,24533.045
1810,0,2094.8898665201104,42,bachelor's_degree,married,f,business,0,26074.035
1811,0,1930.492446048558,52,secondary_education,married,f,retiree,0,16382.903
1812,0,162.18629312414302,26,secondary_education,married,m,business,1,35135.542
1813,0,3437.5537620422356,46,secondary_education,married,m,civil_servant,0,50212.961
1814,1,1699.7561247584383,24,secondary_education,civil_partnership,m,business,0,24103.648
1815,1,247.59966759999733,31,secondary_education,civil_partnership,f,employee,0,18252.403
1816,1,1648.0860541202542,20,secondary_education,married,m,employee,0,22673.422
1817,0,1657.8257217523612,58,secondary_education,married,f,employee,0,16295.511
1818,0,7126.745726863953,44,secondary_education,married,m,civil_servant,0,28449.547
1819,0,1930.492446048558,46,secondary_education,married,f,retiree,0,21166.554
1820,0,380.6365247821327,31,bachelor's_degree,unmarried,m,business,0,31602.533
1821,0,4424.831739016164,52,secondary_education,married,f,business,0,46389.195
1822,0,1930.492446048558,50,secondary_education,married,f,retiree,0,18715.017
1823,2,2293.8633203430672,37,secondary_education,civil_partnership,f,employee,0,14170.14
1824,1,3681.0026116191,43,bachelor's_degree,married,m,employee,0,32803.308
1825,1,1648.0860541202542,26,secondary_education,married,f,employee,0,22673.422
1826,0,2508.785714756651,73,secondary_education,widow_widower,f,retiree,0,11885.516
1827,0,356.5226456191918,47,secondary_education,married,f,business,0,28437.553
1828,1,3232.8265765611977,44,secondary_education,married,f,business,0,21745.742
1829,0,5359.151456765098,30,secondary_education,divorced,m,civil_servant,1,31206.916
1830,1,1331.8751572733966,52,secondary_education,divorced,f,business,0,20538.383
1831,0,1130.1967759585582,27,secondary_education,unmarried,f,business,0,35281.591
1832,0,1930.492446048558,58,secondary_education,married,m,retiree,0,25992.121
1833,0,2147.212460082774,58,secondary_education,married,m,business,0,22856.633
1834,1,138.74290804839214,30,secondary_education,married,m,employee,0,10906.562
1835,1,2230.5865641555974,25,secondary_education,married,m,employee,0,26003.541
1836,0,2707.7637221705536,47,bachelor's_degree,civil_partnership,m,employee,0,24143.671
1837,1,1127.2326613606936,30,secondary_education,married,f,employee,0,13491.988
1838,0,3933.458739806216,54,secondary_education,married,f,business,0,50209.842
1839,0,2937.500271142091,27,bachelor's_degree,civil_partnership,m,civil_servant,0,59783.255
1840,1,1735.4217671913032,24,secondary_education,married,f,business,1,40272.329
1841,0,2508.785714756651,52,secondary_education,widow_widower,f,civil_servant,0,20193.389
1842,1,939.0483633920038,29,secondary_education,married,f,employee,0,22023.283
1843,1,473.8431791849335,21,bachelor's_degree,unmarried,m,employee,0,32622.491
1844,4,1386.9373814551752,44,secondary_education,married,f,employee,0,17740.506999999998
1845,3,1687.668877706417,31,bachelor's_degree,married,f,business,0,117259.557
1846,0,2444.570103759481,35,bachelor's_degree,married,m,employee,0,39574.971
1847,2,679.1711257065863,35,secondary_education,unmarried,m,employee,0,16890.247
1848,1,531.0864630228726,38,bachelor's_degree,divorced,f,employee,0,19495.921
1849,0,2508.785714756651,59,secondary_education,widow_widower,f,retiree,0,22251.202
1850,2,179.12491053601877,33,secondary_education,married,f,employee,0,20998.196
1851,0,1884.1012119495315,54,secondary_education,divorced,f,retiree,0,31511.336
1852,1,339.67468017623304,30,bachelor's_degree,married,f,employee,0,32281.463
1853,3,1848.0858667557409,28,secondary_education,married,f,employee,0,7366.366999999998
1854,0,1380.192461002104,51,secondary_education,married,m,employee,0,16310.572
1855,1,1430.7850660878871,25,bachelor's_degree,married,f,business,0,27662.672
1856,1,665.2773478976936,37,bachelor's_degree,civil_partnership,m,employee,0,41562.411
1857,0,1046.919455435901,48,secondary_education,unmarried,f,employee,1,19999.675
1858,2,933.91656718404,42,bachelor's_degree,married,m,business,0,130983.738
1859,0,543.0729354185939,62,bachelor's_degree,married,f,employee,0,18427.632
1860,0,1930.492446048558,66,secondary_education,married,m,retiree,0,17867.755
1861,0,891.2052798426784,33,secondary_education,married,f,business,0,15659.478
1862,0,1605.0696503579034,62,secondary_education,civil_partnership,f,retiree,0,40732.657
1863,0,1496.2392576402572,45,some_college,married,f,employee,0,25679.2185
1864,0,1930.492446048558,58,secondary_education,married,f,retiree,1,29676.056
1865,0,1282.2310536307025,51,secondary_education,civil_partnership,f,civil_servant,0,7782.166999999998
1866,0,12378.658678352756,54,secondary_education,divorced,f,employee,0,16169.971
1867,2,6799.721668161913,43,secondary_education,married,m,employee,0,46835.605
1868,0,1787.4420567835316,42,bachelor's_degree,married,f,employee,0,17210.289
1869,0,5981.265172608603,41,secondary_education,civil_partnership,m,business,0,29836.558
1870,1,3052.468880429766,36,secondary_education,married,m,employee,0,20292.7
1871,2,1701.029368592046,51,secondary_education,married,m,employee,0,22389.309
1872,1,958.3371731043344,40,secondary_education,divorced,f,employee,0,8598.879
1873,1,2263.8222449475797,25,secondary_education,civil_partnership,m,civil_servant,0,33170.449
1874,1,1402.6958157057654,51,secondary_education,unmarried,f,employee,0,22345.729
1875,0,1798.3530216997779,29,bachelor's_degree,married,m,business,0,28965.388
1876,1,1987.3347808503177,46,secondary_education,unmarried,f,business,0,20253.199
1877,0,3297.541669396112,33,bachelor's_degree,civil_partnership,f,business,0,17178.867
1878,1,450.7672484975741,38,bachelor's_degree,civil_partnership,m,business,1,24537.143
1879,0,2113.054326049144,50,secondary_education,civil_partnership,f,business,0,38250.302
1880,0,4814.833670076911,64,bachelor's_degree,married,f,business,0,30713.335
1881,1,928.4887540590886,28,secondary_education,married,m,business,0,26426.465
1882,0,4619.819466545835,40,secondary_education,married,m,business,0,29269.789
1883,2,602.1200807831659,40,bachelor's_degree,married,f,employee,0,41060.445
1884,0,1605.0696503579034,59,secondary_education,civil_partnership,f,retiree,0,43531.623
1885,2,4928.673425744991,32,bachelor's_degree,married,f,employee,0,36083.963
1886,0,600.9772899636486,48,bachelor's_degree,married,m,business,0,35747.424
1887,1,1326.3960620061346,26,bachelor's_degree,married,f,civil_servant,0,21671.757
1888,1,1409.0017543868375,30,secondary_education,civil_partnership,f,employee,0,22160.203
1889,0,1798.3530216997779,48,bachelor's_degree,married,f,employee,0,28965.388
1891,0,1605.0696503579034,42,secondary_education,civil_partnership,m,employee,0,21642.797
1892,0,153.54877118166166,33,bachelor's_degree,divorced,m,business,0,30023.384
1893,0,1605.0696503579034,57,secondary_education,civil_partnership,m,retiree,0,42032.927
1894,0,595.5592066269905,20,secondary_education,unmarried,f,employee,0,15835.893
1895,2,115.137257323096,31,secondary_education,divorced,f,employee,1,10406.695
1896,0,1930.492446048558,65,secondary_education,married,m,retiree,0,9024.307
1897,0,9008.998972962025,47,bachelor's_degree,unmarried,f,business,0,14539.93
1899,0,780.9043197461717,23,some_college,unmarried,m,employee,0,15398.815
1900,0,2134.665628158703,30,bachelor's_degree,unmarried,f,employee,0,16685.73
1901,0,3678.2887512358575,37,secondary_education,married,f,employee,0,22165.602000000006
1902,0,7996.657450661395,41,secondary_education,married,f,employee,0,20940.631
1903,0,95.10394105127656,25,some_college,unmarried,f,employee,0,12985.961
1904,0,1798.3530216997779,59,bachelor's_degree,married,f,retiree,0,16944.861
1905,2,169.92497483841947,38,secondary_education,married,f,business,0,10693.158
1906,0,1930.492446048558,69,secondary_education,married,m,retiree,0,21529.434999999998
1907,0,1247.4751683507025,24,secondary_education,unmarried,m,business,0,21711.044
1908,2,1466.1774275485916,26,secondary_education,married,f,employee,0,12597.703
1909,2,97.05418178431268,37,some_college,civil_partnership,m,employee,0,42744.644
1910,0,3091.6818799222315,57,secondary_education,married,f,business,0,25159.221
1911,0,1308.509720150523,29,secondary_education,unmarried,m,employee,0,13365.987
1912,0,3892.0286066024687,30,secondary_education,married,m,employee,0,14998.561000000003
1913,0,1605.0696503579034,34,secondary_education,civil_partnership,m,business,0,21642.797
1914,0,3395.358220257717,60,secondary_education,married,f,employee,0,19603.442
1915,0,2105.8810713511107,67,bachelor's_degree,widow_widower,f,retiree,0,36940.326
1916,1,435.5098925943345,40,secondary_education,married,f,employee,1,25963.101
1917,0,1398.4053115383892,41,secondary_education,married,m,employee,0,27868.888
1918,1,146.32889425314164,40,secondary_education,married,f,employee,0,32840.395
1919,0,3031.208341097973,44,secondary_education,widow_widower,f,employee,0,7828.0030000000015
1920,0,1605.0696503579034,57,secondary_education,civil_partnership,f,retiree,0,14178.369
1921,0,1861.273237729978,48,some_college,civil_partnership,f,employee,0,22119.526
1922,0,1605.0696503579034,58,secondary_education,civil_partnership,f,retiree,0,12714.124
1923,0,1240.1821684828144,33,secondary_education,married,f,business,0,13743.403
1924,0,259.39221168815294,47,bachelor's_degree,civil_partnership,m,civil_servant,0,14529.388
1925,0,2508.785714756651,65,secondary_education,widow_widower,f,retiree,0,49319.907
1926,0,1253.8870939245164,69,secondary_education,unmarried,f,retiree,0,14986.95
1927,1,422.0537874640361,27,secondary_education,married,f,business,0,14570.383999999998
1928,0,1146.4751833831897,31,bachelor's_degree,married,f,business,0,33295.584
1929,0,1461.3033355460966,38,secondary_education,unmarried,m,employee,0,17459.451
1930,0,6266.248202745794,35,bachelor's_degree,married,m,civil_servant,0,26012.89
1931,0,1060.345141206404,53,secondary_education,married,f,employee,0,53921.769
1932,0,1259.497031953836,35,secondary_education,married,f,business,0,22880.622000000007
1933,0,1258.3302172137153,25,bachelor's_degree,married,f,business,0,54737.968
1934,0,5044.77728301612,55,secondary_education,civil_partnership,f,employee,0,16159.591
1935,0,1615.240920851299,37,bachelor's_degree,civil_partnership,f,employee,0,28942.1385
1936,0,1605.0696503579034,58,secondary_education,civil_partnership,f,retiree,0,15732.361
1937,1,1430.7850660878871,49,bachelor's_degree,married,f,employee,0,27662.672
1938,0,1605.0696503579034,56,secondary_education,civil_partnership,f,retiree,0,11392.051
1939,1,415.64023787889175,37,secondary_education,married,f,business,0,33512.815
1940,3,1694.0103790126657,34,secondary_education,married,f,business,0,29134.457
1941,0,1605.0696503579034,48,secondary_education,civil_partnership,m,employee,1,21642.797
1942,1,1812.749859963263,45,secondary_education,married,f,business,0,26395.409
1943,0,1930.492446048558,53,secondary_education,married,f,retiree,0,11738.572
1944,0,1930.492446048558,53,secondary_education,married,m,retiree,0,19526.812
1945,0,1783.9616030616974,47,secondary_education,married,f,employee,0,12870.135
1946,0,513.8304458735201,34,bachelor's_degree,divorced,m,employee,0,18797.753
1947,2,2019.714859306668,30,secondary_education,civil_partnership,f,civil_servant,0,13348.348999999998
1948,1,650.5851522661623,51,secondary_education,widow_widower,f,employee,0,15146.606000000002
1949,1,1048.381481790743,29,bachelor's_degree,married,m,employee,0,21490.403
1950,0,1930.492446048558,62,secondary_education,married,m,business,0,21529.434999999998
1951,0,6094.471895343766,61,bachelor's_degree,widow_widower,f,employee,0,18499.024
1952,0,1311.3189016214465,33,bachelor's_degree,divorced,f,business,0,64317.795
1953,1,110.95987688556175,42,secondary_education,married,m,employee,1,31656.068
1954,1,147.2119314998361,55,bachelor's_degree,married,m,employee,0,25916.327
1955,1,1105.913146773494,37,secondary_education,married,f,employee,0,36450.523
1956,0,10211.3919962965,61,secondary_education,unmarried,f,employee,0,11219.855
1957,0,537.5711948748561,49,bachelor's_degree,married,m,employee,0,29879.886
1958,1,767.8379718114038,44,secondary_education,married,f,civil_servant,0,22956.96
1959,0,1930.492446048558,47,secondary_education,married,m,retiree,0,16268.454
1960,0,1930.492446048558,55,secondary_education,married,f,retiree,0,32246.82
1961,0,1280.1016975993489,23,secondary_education,unmarried,m,employee,0,25145.184
1962,1,218.226598004096,37,some_college,divorced,f,business,0,30649.963
1963,0,1615.240920851299,27,bachelor's_degree,civil_partnership,f,employee,0,28942.1385
